iter	Passed	Remaining
787	43558	60142
788	43614	60087
789	43662	60022
790	43712	59959
791	43770	59908
792	43840	59872
793	43906	59831
794	43971	59789
795	44030	59740
796	44090	59691
797	44147	59638
798	44202	59582
799	44248	59514
800	44298	59451
801	44354	59397
802	44411	59343
803	44466	59288
804	44524	59236
805	44580	59183
806	44631	59121
807	44683	59062
808	44734	59000
809	44788	58944
810	44844	58889
811	44895	58829
812	44950	58772
813	44999	58709
814	45043	58638
815	45097	58582
816	45153	58528
817	45207	58471
818	45255	58406
819	45307	58347
820	45361	58289
821	45411	58228
822	45461	58166
823	45514	58107
824	45558	58038
825	45610	57979
826	45662	57920
827	45718	57866
828	45778	57816
829	45825	57751
830	45874	57687
831	45934	57638
832	45985	57578
833	46042	57525
834	46089	57460
835	46135	57393
836	46186	57333
837	46236	57270
838	46287	57210
839	46346	57160
840	46400	57104
841	46458	57052
842	46512	56995
843	46565	56937
844	46616	56877
845	46668	56818
846	46719	56758
847	46777	56707
848	46836	56655
849	46891	56601
850	46949	56548
851	47009	56499
852	47062	56441
853	47122	56392
854	47177	56337
855	47232	56281
856	47288	56227
857	47342	56171
858	47395	56113
859	47445	56052
860	47500	55996
861	47554	55940
862	47612	55887
863	47664	55828
864	47721	55776
865	47775	55720
866	47822	55655
867	47875	55597
868	47925	55536
869	47978	55478
870	48038	55428
871	48091	55370
872	48153	55324
873	48210	55270
874	48266	55217
875	48325	55166
876	48378	55108
877	48422	55041
878	48482	54991
879	48529	54926
880	48588	54875
881	48637	54814
882	48689	54754
883	48743	54698
884	48796	54641
885	48844	54577
886	48896	54519
887	48944	54455
888	48996	54397
889	49055	54347
890	49107	54288
891	49158	54229
892	49213	54173
893	49266	54116
894	49323	54062
895	49371	53999
896	49422	53940
897	49475	53882
898	49529	53826
899	49580	53767
900	49639	53716
901	49698	53665
902	49748	53604
903	49799	53545
904	49845	53481
905	49912	53438
906	49964	53379
907	50022	53328
908	50076	53272
909	50132	53217
910	50189	53164
911	50244	53109
912	50302	53057
913	50360	53004
914	50416	52950
915	50475	52900
